"County, State",Population,Income (Median),% Children in Poverty,Education (% completed High School),Education (% completed college),Social Association Rate,% Unemployed,Trama,Suicide rate,Homicide Rate,% Fair or Poor Health,% Excessive Drinking,Teen Birth Rate,% With Access to Exercise Opportunities,% Physically Inactive,Food Environment Index,% Adults with Obesity,% Adults Reporting Currently Smoking,% Low Birthweight,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,Injury Death Rate,PTSD,Psychosis ,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,% with Annual Mammogram,% Vaccinated,% Severe Housing Problems,% Long Commute - Drives Alone,% Insufficient Sleep,% Disconnected Youth,% Households with Broadband Access,Desert Y/N,% Living in Desert,Deppresion ,% Homeowners,% Households with Severe Cost Burden,Traffic Volume,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,Drug Overdose Mortality Rate,% Uninsured Adults,% Uninsured Children,Other Primary Care Provider Ratio,% Less than 18 Years of Age,% 65 and Over,% Rural
"Rains, TEXAS",12823,45419,21,87,50,9.6,3.4,40.7,19,,17,18,26,49,25,,36,18,7,3.9,5.5,91,20.3,14,12509:1,6412:1,1832:1,2845,37,34,14,53,35,,86,Y,1,38,80,8,14,75.8,497,,,12,18,10,130,,27,17,4274:1,19.8,25.1,100.0
"Randall, TEXAS",146140,77066,8,94,73,7.8,2.8,75.4,20,3,15,21,19,91,22,8.2,40,14,8,3.6,5.1,71,17.7,26,1821:1,1642:1,781:1,2319,43,45,12,17,34,6,91,Y,0.15,41,69,11,130,77.1,391,59,7,10,16,10,130,13,18,10,1341:1,23.7,15.7,17.0
"Reagan, TEXAS",3135,83195,15,88,34,15.4,3.5,,,,20,19,60,92,29,8.4,40,14,8,3.7,4.7,92,,,3253:1,3135:0,,3793,25,27,15,31,36,,84,Y,1,,67,12,,76.0,438,,,12,15,13,,,26,15,1045:1,28.6,11.5,100.0
"Real, TEXAS",2840,49467,36,89,26,21.2,4.6,98.7,,,23,14,44,0,31,1.3,40,20,7,4.5,5.7,90,,,1413:1,1420:1,2840:1,3457,39,31,16,3,36,,74,Y,1,,74,12,,73.2,583,,,14,19,13,,,28,16,947:1,17.8,29.6,100.0
"Red River, TEXAS",11542,47081,27,85,55,12.1,5.1,39.8,26,,21,16,35,32,29,4.6,39,22,8,4.3,5.9,108,21,10,3852:1,3847:1,2308:1,3354,39,40,15,42,37,,68,Y,1,15,75,13,14,69.6,765,165,,14,20,12,182,,21,10,2308:1,20.4,25.0,100.0
"Reeves, TEXAS",12905,53969,28,71,46,4.1,3.4,24,,,28,18,66,81,37,7.4,43,19,8,4.5,5,75,12,15,2897:1,6453:1,,2933,21,25,13,20,37,,71,Y,0.09,43,75,12,75,74.7,526,84,,15,17,16,1000,,28,13,2581:1,24.6,12.4,11.3
"Refugio, TEXAS",6632,50936,28,84,35,5.9,4.7,66.5,,,23,16,26,13,32,6.6,41,18,7,4.3,5.4,80,18.5,26,6756:1,3316:1,,4325,32,24,12,41,36,,76,Y,1,30,76,15,54,74.1,485,,,14,18,13,,,23,12,1326:1,22.2,21.9,100.0
"Roberts, TEXAS",803,70814,13,92,62,0.0,3.8,,,,15,19,,1,22,5.9,35,16,,3.5,5.2,,,,797:0,803:0,803:0,,44,30,4,22,33,,72,Y,1,,87,1,9,,,,,11,17,9,0,,17,13,803:1,22.9,23.2,100.0
"Robertson, TEXAS",17153,57796,27,85,44,10.0,3.8,44.9,19,10,21,16,34,58,29,6.8,40,19,9,4.1,5.5,86,8,13,8479:1,17153:1,5718:1,3548,38,41,14,39,38,,80,Y,0.69,26,75,12,41,74.9,525,,,13,18,12,170,,23,12,1906:1,23.9,20.9,100.0
"Rockwall, TEXAS",123208,124291,6,94,79,7.7,3.3,66.4,14,2,13,21,8,83,19,8.8,32,12,7,3,4.6,47,17.1,26,1511:1,1433:1,622:1,2398,40,48,10,58,32,8,97,N,0,39,83,9,63,79.6,280,36,4,9,15,8,168,10,15,9,948:1,26.2,12.6,13.7
"Runnels, TEXAS",9859,52729,24,83,51,18.1,3.3,29.5,,,20,17,27,69,29,6.3,38,18,10,4.1,5.4,88,14.7,,1420:1,4930:1,1972:1,4613,39,32,13,34,35,,82,Y,1,,77,7,17,73.2,583,,,13,18,12,145,,25,14,822:1,23.4,20.4,100.0
"Rusk, TEXAS",53333,55085,22,84,53,12.1,4.2,55.3,16,6,20,19,29,47,28,7.0,38,19,8,4,5.5,87,18.4,18,4395:1,2963:1,2963:1,3729,35,42,12,40,36,15,73,Y,0.47,27,79,9,18,74.7,513,68,,12,18,11,422,9,25,11,2051:1,22.3,17.4,64.1
"Sabine, TEXAS",10048,50564,27,87,51,13.9,7.0,64.2,20,,20,15,47,75,27,6.0,38,21,9,4.3,6,129,17.5,15,5020:1,3349:1,3349:1,2716,28,34,15,37,37,,85,Y,1,23,85,12,2,71.2,669,,,13,20,11,159,,24,13,718:1,17.6,30.7,100.0
"San Augustine, TEXAS",7857,49591,32,82,31,7.6,5.8,24,,,25,14,45,42,33,5.1,41,24,8,4.7,6.1,112,16,,3961:1,1964:1,3929:1,2492,33,41,11,38,38,,77,Y,0.67,,73,13,6,71.8,706,,,15,21,14,206,,29,14,1571:1,19.9,26.7,100.0
"San Jacinto, TEXAS",28348,57855,27,86,45,2.9,4.8,48.4,22,8,21,16,33,68,29,6.9,38,21,10,4.2,5.7,96,16.4,14,13939:1,28348:1,5670:1,3960,34,37,17,59,38,,81,Y,1,28,83,12,11,74.0,611,49,,13,19,12,181,19,27,14,9449:1,20.9,23.2,100.0
"San Patricio, TEXAS",69954,62919,24,82,51,7.6,6.0,52.1,14,6,22,19,33,66,32,6.2,42,17,9,4.2,5.5,64,13.4,22,4356:1,2498:1,2120:1,2269,39,39,17,32,35,16,80,Y,0.4,35,68,12,53,74.0,571,47,5,13,17,13,125,10,25,11,1372:1,25.9,15.1,27.8
"San Saba, TEXAS",5824,51350,28,86,44,13.7,3.5,42.4,,,22,18,34,51,30,6.5,38,20,6,4.3,5.5,60,,,2914:1,5824:1,2912:1,2147,26,24,12,31,36,,86,Y,1,25,76,9,25,76.4,477,,,13,18,12,200,,32,16,1941:1,19.0,22.7,100.0
"Schleicher, TEXAS",2357,54168,23,82,53,16.5,3.5,27,,,20,18,18,81,28,8.3,38,15,9,3.8,5.1,79,,,,2357:0,1179:1,2459,35,29,9,34,35,,67,Y,1,43,84,8,20,77.7,360,,,12,16,12,,,32,25,2357:1,23.1,22.3,100.0
"Scurry, TEXAS",16686,60387,21,84,55,10.7,4.1,41.4,17,,22,18,43,75,30,7.7,38,18,8,4.2,5.3,86,14.8,31,1682:1,1854:1,3337:1,2992,23,27,12,15,35,,84,Y,0.08,40,81,6,27,74.1,552,,,13,17,13,108,,26,15,1669:1,25.3,15.2,31.8
"Shackelford, TEXAS",3186,64690,20,94,69,31.1,2.7,55.1,,,15,18,24,78,22,7.6,34,15,8,3.5,5.2,79,,39,3212:1,3186:0,1593:1,3666,40,42,8,23,33,,86,Y,1,,81,5,0,79.0,289,,,11,17,9,,,27,18,1062:1,23.2,20.7,100.0
"Shelby, TEXAS",24008,51551,27,82,47,10.9,4.2,34.1,15,10,24,16,37,39,32,6.6,41,22,8,4.5,5.9,101,14,16,5985:1,3430:1,1334:1,3866,28,38,16,32,38,,78,Y,0.59,26,75,10,16,72.2,615,92,,14,20,13,235,,32,16,960:1,25.8,18.2,78.7
"Sherman, TEXAS",2799,73395,15,72,44,17.9,2.8,27.8,,,21,18,29,72,28,7.3,37,17,5,4.1,5.2,67,,,,2799:0,,693,32,31,11,27,34,,86,Y,1,,76,13,29,79.3,317,,,13,17,11,,,34,31,2799:1,27.3,15.9,100.0
"Smith, TEXAS",241922,67978,17,88,64,12.4,3.7,67,20,5,18,18,25,70,24,7.3,36,17,8,3.8,5.5,72,17.7,22,1014:1,1551:1,593:1,2923,44,46,15,30,35,10,87,Y,0.17,34,69,12,64,75.9,449,65,7,12,17,11,263,9,25,12,575:1,24.0,17.4,34.9
"Somervell, TEXAS",9757,75568,13,93,64,9.5,3.8,53.6,21,,16,19,13,79,23,8.2,35,16,7,3.6,5.2,96,17.9,,1353:1,2439:1,2439:1,2519,47,46,13,36,35,,88,N,0,33,82,11,18,77.7,362,,,11,17,9,74,,20,13,887:1,21.1,20.0,100.0
"Starr, TEXAS",65728,35758,40,61,47,2.0,11.0,17.7,6,5,35,15,50,48,43,3.3,44,20,10,5.2,5.5,40,6.9,9,3885:1,6573:1,4695:1,4808,21,33,21,24,37,9,67,Y,0.49,25,73,13,60,74.3,524,39,4,18,19,20,83,5,38,12,1289:1,32.2,11.2,28.6
"Stephens, TEXAS",9390,50710,26,83,46,6.5,3.7,60.6,24,,19,18,42,68,27,6.3,37,18,10,4,5.3,105,37.5,46,3058:1,3130:1,1565:1,4222,30,31,14,25,35,,84,Y,1,14,79,12,40,73.7,548,,,12,17,11,206,,28,14,1174:1,20.8,20.4,40.1
"Sterling, TEXAS",1417,75895,17,90,53,21.7,4.0,,,,17,20,,,25,5.4,37,15,11,3.5,5,,,,1381:0,1417:0,,3670,38,40,5,38,35,,89,Y,1,,86,7,45,,,,,11,16,10,0,,23,19,1417:0,29.2,13.8,100.0
"Stonewall, TEXAS",1182,53153,20,81,29,24.7,3.0,,,,19,16,,73,27,7.9,37,18,12,3.9,5.4,180,,,1217:1,1182:0,296:1,3207,27,12,9,21,36,,85,Y,1,,83,5,,,605,,,12,18,11,,,25,19,197:1,20.6,27.1,100.0
"Sutton, TEXAS",3217,68838,22,80,50,18.1,5.7,43.2,,,23,16,30,87,31,7.4,39,16,7,4.1,5.1,71,,,830:1,1609:1,,3439,32,21,17,22,34,,65,Y,1,,64,9,22,76.5,488,,,13,17,13,,,27,16,804:1,24.0,20.1,100.0
"Swisher, TEXAS",6881,52148,27,78,46,14.3,4.0,45.8,37,,28,16,34,50,35,5.7,43,22,8,4.8,5.6,106,,27,7008:1,6881:1,,3360,32,24,13,27,38,,71,Y,1,50,69,15,6,72.8,593,,,16,19,15,120,,34,16,2294:1,23.9,17.0,100.0
"Tarrant, TEXAS",2154595,76285,14,87,65,7.0,3.6,64.1,13,6,18,17,20,94,25,7.5,35,15,9,3.6,5,56,15.9,21,1716:1,1569:1,558:1,3361,44,47,17,41,34,7,92,N,0,35,60,14,156,77.5,381,53,6,11,16,11,367,14,23,12,914:1,25.2,12.3,1.2
"Taylor, TEXAS",145163,61798,20,90,62,12.9,3.3,80.4,21,5,18,19,27,83,25,6.8,35,16,9,3.7,4.8,80,18.9,21,1493:1,1134:1,451:1,3384,40,41,13,9,36,5,89,Y,0.11,37,59,13,81,73.8,565,53,5,12,17,11,221,14,22,11,540:1,24.3,15.0,17.5
"Terrell, TEXAS",693,47969,23,94,68,0.0,3.4,,,,22,14,,,30,4.4,39,16,,4.1,5.2,,,,724:0,693:0,693:0,,10,11,8,8,35,,74,Y,1,,91,14,10,,,,,13,17,13,,,25,21,693:1,18.2,33.5,100.0
"Terry, TEXAS",11567,46998,30,76,49,8.5,4.1,45.2,27,,28,17,52,49,36,4.9,44,21,9,4.8,5.5,82,10.8,24,2939:1,1928:1,11567:1,3699,24,39,22,27,37,,81,N,0,34,66,15,48,71.9,645,75,,16,19,16,244,,34,15,2892:1,28.0,15.1,30.1
"Throckmorton, TEXAS",1550,50997,19,90,59,20.1,3.1,62.5,,,18,17,46,57,26,4.3,37,19,,4,5.6,133,,,1495:1,1550:0,1550:1,3766,25,14,10,25,35,,83,Y,1,,70,8,0,,403,,,12,18,10,,,26,20,775:1,23.2,25.4,100.0
"Titus, TEXAS",31208,58411,22,78,44,10.6,4.3,57,20,6,24,17,32,52,32,6.4,40,19,7,4.4,5.4,74,15.3,20,2399:1,1486:1,1200:1,2711,28,34,20,17,36,15,83,Y,0.32,27,67,12,45,75.0,497,46,,14,18,13,180,,31,18,743:1,28.2,15.0,50.7
"Tom Green, TEXAS",118892,60348,17,87,62,10.9,3.4,70.4,20,5,18,19,26,83,25,7.1,38,15,8,3.7,5.2,68,17.5,19,1389:1,1544:1,489:1,4065,49,50,14,12,35,7,85,Y,0.06,39,67,11,77,75.5,478,48,5,11,17,11,162,10,23,13,843:1,23.9,16.7,16.7
"Travis, TEXAS",1326436,95151,12,91,78,8.8,2.8,74.4,13,4,14,23,19,92,19,7.8,28,11,8,3.1,5,61,14.9,21,1194:1,1313:1,271:1,2272,40,51,18,37,30,4,93,Y,0.07,34,53,16,172,80.6,276,41,4,9,15,9,473,17,17,9,765:1,19.9,11.0,5.1
"Trinity, TEXAS",13996,49629,28,86,50,15.9,5.2,57.1,18,,21,16,34,84,29,6.1,39,21,9,4.4,6.1,104,11.1,17,6914:1,13996:1,2799:1,3353,29,37,10,57,36,,81,Y,1,41,76,8,0,73.2,612,,,14,20,12,310,,23,12,1555:1,19.7,26.6,100.0
"Tyler, TEXAS",20030,50722,25,83,34,12.5,6.0,51.2,25,,21,17,39,49,29,5.1,40,22,8,4.4,5.7,108,8.7,21,4015:1,10015:1,3338:1,2820,27,29,14,44,38,,82,Y,0.5,31,81,9,10,72.4,635,94,,14,19,12,466,21,26,12,1669:1,19.5,23.0,100.0
"Upshur, TEXAS",42488,59690,21,87,55,7.2,4.3,71.9,18,9,20,18,30,33,27,7.0,36,20,8,4.2,5.8,87,28.8,24,4642:1,7081:1,2499:1,4322,32,37,14,48,37,,87,Y,0.9,40,78,11,16,74.4,535,65,7,13,19,11,155,11,23,11,4721:1,23.5,18.8,80.7
"Upton, TEXAS",3152,61607,23,79,38,0.0,2.7,52.9,,,23,18,41,92,31,7.3,40,18,11,4.2,5.3,95,,45,,3152:0,,3531,27,14,7,42,36,,71,Y,1,45,77,10,3,76.1,504,,,13,17,13,0,,25,16,1051:1,27.3,16.4,100.0
"Uvalde, TEXAS",24940,48427,39,76,54,10.9,4.4,80.1,15,,25,17,41,62,33,4.9,40,17,8,4.4,5.2,71,19.8,23,3091:1,2771:1,1247:1,2675,26,26,12,12,35,,79,Y,0.11,43,68,10,48,73.5,574,54,,14,17,14,151,,29,13,924:1,26.4,16.4,35.2
"Val Verde, TEXAS",47606,52593,30,74,57,6.9,4.5,27.8,10,3,27,17,47,69,36,5.5,41,17,7,4.5,5.2,54,8.4,10,2973:1,3400:1,1587:1,2704,22,26,21,11,35,11,71,Y,0.11,27,66,11,52,75.2,502,30,,14,17,16,125,,30,13,1360:1,28.1,13.4,10.3
"Van Zandt, TEXAS",62859,57706,17,86,55,9.6,3.5,64.7,19,6,18,18,24,49,25,6.8,36,19,7,4,5.5,94,16.8,24,12255:1,4835:1,2418:1,3538,38,34,12,56,34,8,81,Y,0.72,35,80,10,13,74.2,518,75,6,12,18,10,120,14,24,13,2619:1,22.8,20.3,100.0
"Victoria, TEXAS",91065,67905,20,84,57,8.9,4.2,58,18,5,21,18,32,72,30,6.7,41,17,8,4.1,5.7,64,13.7,22,1378:1,1686:1,576:1,3515,39,48,14,23,35,10,76,Y,0.22,34,67,12,97,75.7,486,40,5,13,18,12,186,9,25,11,843:1,24.9,17.0,27.7
"Walker, TEXAS",78870,53301,21,85,45,6.2,4.7,60.4,12,4,22,19,13,74,29,7.1,39,20,8,4.2,5.4,54,12.7,20,3713:1,2629:1,1610:1,4161,33,41,21,37,37,15,84,Y,0.33,33,55,18,49,77.1,409,56,5,13,18,13,994,9,23,9,1753:1,14.4,14.4,43.2
"Waller, TEXAS",61894,75223,18,87,56,4.0,4.3,50.6,17,4,18,19,13,29,26,7.4,38,16,8,3.7,5.1,71,14.7,11,8540:1,6877:1,3439:1,4189,32,42,14,53,36,5,83,Y,0.17,27,69,11,23,76.9,428,42,7,11,17,11,161,11,27,15,8842:1,23.3,11.9,77.4
"Ward, TEXAS",10964,60775,20,80,47,6.3,3.7,55,,,23,18,41,86,32,7.9,40,18,9,4.3,5.3,92,,22,11194:1,,5482:1,2240,22,22,14,30,35,,77,Y,1,59,80,7,47,74.3,555,67,,14,18,13,159,,27,16,1096:1,28.9,13.4,21.3
"Washington, TEXAS",36159,66911,19,90,58,15.0,4.0,41.2,8,,17,17,15,57,24,7.6,37,16,8,3.7,5.4,66,8.2,15,1631:1,2009:1,1247:1,2704,42,36,15,21,35,,81,Y,0.34,25,73,12,43,77.5,387,78,,11,17,10,190,12,22,15,1339:1,21.1,23.5,51.4
"Webb, TEXAS",267780,56289,27,69,54,3.6,4.1,28.6,7,4,28,17,44,92,36,6.4,44,16,8,4.7,5.1,42,6.9,11,3268:1,3114:1,1913:1,3159,27,36,24,23,37,9,81,Y,0.05,28,63,16,155,76.8,421,46,5,15,17,17,260,13,39,12,1306:1,31.0,10.2,5.9
"Wharton, TEXAS",41824,57487,21,81,53,14.4,3.8,50.8,14,5,22,17,35,48,29,7.4,39,17,9,4.2,5.3,83,17.3,12,2608:1,1818:1,1673:1,4464,27,36,18,32,37,,81,Y,0.3,35,67,11,39,74.6,530,53,7,13,18,13,217,18,28,14,1267:1,25.5,17.8,47.5
"Wheeler, TEXAS",4807,55713,22,86,44,20.3,3.9,25.1,,,22,17,22,40,29,7.1,39,20,7,4.3,5.7,118,,,4927:1,4807:1,1602:1,2829,26,28,11,33,36,,81,Y,1,,74,8,3,72.4,582,,,14,19,12,,,32,20,961:1,24.3,21.3,100.0
"Wichita, TEXAS",129978,56634,21,88,59,10.2,3.9,66.6,19,6,19,20,30,71,27,6.4,37,18,8,4,5.7,81,18.2,24,1204:1,1238:1,476:1,3160,41,41,15,7,37,7,85,Y,0.05,30,61,12,86,73.9,563,61,7,12,18,12,152,16,22,9,695:1,22.7,15.3,12.7
"Wilbarger, TEXAS",12491,52983,24,78,45,11.0,4.9,53,16,,25,16,41,81,33,5.2,41,22,9,4.7,5.8,80,27.5,18,3183:1,2498:1,568:1,3468,31,46,15,14,37,22,74,N,0,29,59,12,42,72.8,606,111,,15,20,14,,,28,13,1561:1,21.1,18.8,26.1
"Willacy, TEXAS",20143,41648,36,67,33,3.4,8.2,42.3,12,,32,16,39,62,41,4.0,45,19,9,5,5.2,53,7.2,22,2540:1,20143:1,2518:1,4807,20,42,20,30,38,,70,Y,1,25,69,11,28,74.1,569,75,,17,18,18,748,,30,9,1259:1,23.8,14.6,35.6
"Williamson, TEXAS",671418,101891,7,94,79,6.0,2.9,69.1,13,2,13,18,10,89,19,7.8,32,11,7,2.9,4.9,43,16.3,20,1465:1,1638:1,610:1,2102,42,49,13,44,32,6,95,Y,0.07,36,68,11,75,81.0,253,34,4,9,15,9,182,9,16,8,1166:1,23.8,12.9,9.2
"Wilson, TEXAS",52735,79432,13,91,63,6.2,3.3,48.2,14,13,17,18,18,66,25,8.4,36,15,8,3.6,4.9,75,11.6,16,2136:1,4057:1,1883:1,2188,35,32,14,62,35,,86,Y,0.81,34,86,9,21,77.2,392,52,,11,16,11,112,10,20,11,1598:1,23.2,16.7,87.3
"Winkler, TEXAS",7306,69775,19,72,40,6.7,3.9,45.9,45,,23,19,33,98,31,8.1,39,17,10,4.1,5.1,161,16.4,23,3708:1,3653:1,,2172,14,18,12,38,35,,84,Y,1,23,83,2,69,71.0,656,100,,13,17,13,118,,27,15,1827:1,28.1,12.5,18.1
"Wise, TEXAS",74895,80096,12,87,56,10.0,3.5,71,17,4,18,19,19,38,25,7.8,37,17,7,3.8,5.3,86,21.2,16,2656:1,4681:1,1702:1,4061,35,41,13,52,34,14,87,Y,0.46,42,82,8,20,75.6,449,46,5,12,18,10,113,16,24,13,1070:1,24.4,15.5,90.5
"Wood, TEXAS",46857,57504,18,86,50,12.9,4.5,69.8,21,3,18,17,26,47,25,6.8,38,19,7,3.9,5.6,95,22.7,30,3058:1,2756:1,2037:1,3042,41,36,13,47,37,,83,Y,0.51,40,80,11,11,74.1,535,64,,12,18,10,170,13,26,13,1512:1,18.5,27.8,87.3
"Yoakum, TEXAS",7451,62748,18,68,47,11.8,4.0,,,,23,19,37,88,31,7.7,39,16,7,4.1,5.1,88,,,3804:1,7451:1,2484:1,3099,26,19,15,34,35,,91,Y,1,,66,12,0,73.7,522,,,13,17,13,103,,33,20,1490:1,32.9,11.9,100.0
"Young, TEXAS",17962,58297,22,88,64,12.2,3.4,92.4,26,,18,18,33,83,26,6.5,36,18,6,3.9,5.5,111,15.9,20,1198:1,1497:1,1382:1,3009,30,35,12,21,35,,88,Y,0.23,42,74,10,23,72.2,598,86,,12,18,10,67,,25,13,1283:1,23.6,20.6,52.0
"Zapata, TEXAS",13849,39403,47,66,38,0.0,6.9,13.9,,,33,15,45,31,42,5.1,44,19,8,5,5.5,52,,,,6925:1,,5293,25,33,22,21,37,,65,Y,1,16,75,12,35,75.7,503,54,,17,18,19,122,,36,10,2770:1,32.1,13.2,21.2
"Zavala, TEXAS",9377,36237,42,73,57,4.2,8.6,35.4,,,33,15,46,,41,3.8,45,19,9,5,5.3,75,12.6,18,,2344:1,1563:1,1884,14,22,14,15,37,,80,Y,0.43,25,73,7,55,71.3,654,,,17,18,19,158,,27,9,852:1,29.1,14.6,30.6
"Adams, OHIO",27420,49068,26,85,51,8.0,5.4,72.9,25,,21,15,35,39,32,6.2,42,25,8,4.6,5.8,127,,,2295:1,2493:1,490:1,3402,35,33,14,48,40,,80,Y,0.41,,71,11,4,71.4,654,55,,15,20,12,79,56,11,6,1246:1,24.1,18.7,100.0
"Allen, OHIO",101115,60384,17,92,60,15.6,4.2,70.6,17,7,17,19,27,86,31,7.9,43,22,10,4.0,5.4,93,,,1540:1,1605:1,369:1,4217,44,46,12,20,37,8,87,Y,0.14,,67,10,54,75.2,480,50,6,12,18,12,197,26,9,5,416:1,23.3,19.0,31.0
"Ashland, OHIO",52181,62037,14,90,55,18.7,3.8,79.5,12,,17,18,14,57,28,8.4,39,21,6,4.0,5.6,66,,,2275:1,2372:1,405:1,2915,50,46,12,30,37,,85,Y,0.53,,78,9,33,76.0,425,71,8,12,18,10,48,25,10,7,1110:1,22.1,20.5,63.4
"Ashtabula, OHIO",97014,52468,23,87,47,12.2,4.4,87.4,21,9,21,17,24,69,31,6.7,45,27,8,4.7,6.5,107,,,3476:1,2853:1,458:1,4335,43,46,15,35,39,9,84,Y,0.38,,73,13,31,74.2,518,72,6,15,19,12,150,40,12,8,1590:1,21.7,20.4,52.0
"Athens, OHIO",58979,48265,23,92,70,7.7,4.8,127.1,13,2,18,20,8,69,29,6.4,38,21,8,4.2,6.2,73,,,1591:1,4213:1,145:1,2638,42,46,19,24,38,3,83,Y,0.32,,61,19,71,75.8,442,33,7,13,19,11,99,30,11,5,797:1,15.0,15.7,48.7
"Auglaize, OHIO",45948,71669,11,93,65,14.7,3.1,81.5,12,,15,18,18,76,25,8.8,37,19,7,3.5,5.1,59,,,2884:1,3063:1,1482:1,3411,44,46,9,17,36,,87,Y,0.09,,77,6,29,77.2,365,56,6,11,17,10,47,12,7,5,1276:1,23.7,19.6,38.7
"Belmont, OHIO",65509,55573,23,91,55,13.2,5.2,72.4,18,3,17,16,22,57,29,7.6,39,22,9,3.9,5.3,91,,,3658:1,2113:1,402:1,3573,46,42,7,31,41,16,82,Y,0.24,,75,8,56,74.6,505,51,7,12,18,11,165,34,9,5,762:1,18.7,22.1,61.5
"Brown, OHIO",43680,64034,22,87,50,6.2,4.5,91.3,17,,19,17,25,40,30,7.6,43,24,8,4.4,5.8,118,,,3969:1,6240:1,235:1,4216,37,42,12,57,38,7,81,Y,0.52,,75,9,12,73.4,554,60,8,14,19,11,79,51,10,6,1618:1,22.6,19.2,95.8
"Butler, OHIO",388420,74841,14,91,64,8.0,3.5,83.2,13,5,16,18,15,87,27,7.8,44,18,8,3.8,5.2,98,,,1922:1,1913:1,354:1,3475,45,52,12,36,34,5,90,Y,0.04,,69,11,75,75.7,452,52,7,11,17,11,156,50,9,5,1097:1,23.1,16.2,9.6
"Carroll, OHIO",26659,62482,18,89,47,13.9,4.3,59.3,16,,17,17,21,36,28,7.9,38,23,8,3.9,5.1,95,,,3813:1,2962:1,1904:1,2855,39,40,9,46,37,,76,Y,0.68,,77,7,2,75.6,450,53,,12,18,10,48,17,10,7,4443:1,20.6,22.6,100.0
"Champaign, OHIO",38709,72784,14,91,55,12.1,3.7,97.8,16,,16,18,22,52,27,8.4,40,21,8,3.9,5.4,89,,,6450:1,2978:1,922:1,3232,40,43,8,40,37,9,87,Y,0.57,,76,8,27,76.0,428,50,8,12,18,10,100,33,9,6,2277:1,21.9,19.3,70.6
"Clark, OHIO",134831,57264,20,89,57,10.3,4.1,86.1,22,8,18,16,30,85,29,7.2,43,22,9,4.0,5.4,134,,,2223:1,1665:1,496:1,3378,40,46,12,27,41,9,88,Y,0.12,,69,10,83,72.9,578,71,7,13,18,11,143,51,10,4,1053:1,22.3,20.3,25.4
"Clermont, OHIO",210805,79492,11,91,66,7.1,3.6,84.2,15,2,15,20,16,82,25,7.6,36,20,8,3.6,5.2,84,,,1519:1,2219:1,811:1,3475,44,48,12,47,35,5,91,Y,0.18,,74,10,48,76.7,416,51,7,11,17,10,103,41,9,5,1597:1,22.0,18.5,26.3
"Clinton, OHIO",41964,65927,17,91,59,9.5,4.4,89.2,16,,17,17,24,49,29,6.7,42,22,8,4.1,5.6,114,,,1616:1,3497:1,320:1,2873,38,43,12,40,38,6,86,Y,0.53,,71,10,30,73.6,552,54,8,12,19,11,110,52,9,5,954:1,22.2,18.8,70.1
"Columbiana, OHIO",100511,54167,22,90,53,14.7,4.6,81.1,18,2,18,16,22,77,29,7.5,45,23,8,4.1,5.7,103,,,3377:1,3723:1,767:1,3299,43,47,10,35,39,6,84,Y,0.31,,73,9,30,74.5,508,43,6,13,18,11,89,48,11,6,1197:1,20.1,22.1,55.5
"Coshocton, OHIO",36571,50731,19,85,49,12.6,4.9,74.2,18,,20,16,22,43,33,7.4,40,25,7,4.5,5.6,94,,,2817:1,3048:1,1045:1,3600,42,41,12,37,39,,78,Y,0.52,,72,11,6,74.3,505,63,7,14,19,12,66,31,13,10,1662:1,23.8,20.1,66.3
"Crawford, OHIO",41522,55912,23,90,54,17.0,4.8,107.9,16,,18,16,29,83,29,6.5,41,23,9,4.2,5.3,95,,,2784:1,1805:1,692:1,2341,44,40,10,28,40,9,86,Y,0.08,,69,8,27,73.9,536,51,,13,19,11,65,30,10,5,923:1,21.5,21.5,34.1
"Cuyahoga, OHIO",1236041,60808,24,91,70,9.0,4.9,67.9,14,15,18,17,19,98,24,7.8,35,19,11,4.0,5.8,111,,,899:1,887:1,208:1,3796,49,52,16,31,38,7,86,N,0,,58,15,184,75.7,462,71,9,12,17,12,466,43,8,4,424:1,20.3,19.6,0.6
"Darke, OHIO",51529,65643,13,91,54,15.1,3.5,59,14,,17,16,21,55,27,8.2,39,22,5,3.9,5.4,109,,,2150:1,2342:1,1321:1,2765,42,40,10,31,37,7,83,Y,0.67,,72,8,18,75.8,433,45,6,12,18,10,72,29,10,7,1840:1,23.5,20.6,71.7
"Defiance, OHIO",38187,63904,13,92,60,15.5,3.9,119.6,14,,16,17,19,67,27,8.2,41,19,7,3.8,5.3,82,,,1816:1,2546:1,420:1,3371,49,48,9,25,36,,86,Y,0.34,,77,8,47,76.4,411,34,7,12,17,10,90,27,9,5,849:1,22.5,19.9,53.6
"Delaware, OHIO",226296,121528,5,97,85,8.2,3.0,69.2,11,1,10,18,4,94,19,9.0,36,11,7,2.8,4.4,49,,,677:1,1582:1,694:1,1672,56,59,9,40,34,2,96,Y,0.08,,79,8,75,81.2,224,26,3,8,13,8,81,15,5,3,1271:1,24.5,15.2,20.3
